level,rule,order_count,revenue
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Payment_Mode=Online,42.0,13545.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_delivery_charge_exist=Y,31.0,9810.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=N,13.0,4365.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y,31.0,9810.0
4,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Payment_Mode=Online,31.0,10242.0
4,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_delivery_charge_exist=Y,24.0,8010.0
4,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y,24.0,8010.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Payment_Mode=Online,39.0,12411.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_delivery_charge_exist=Y,32.0,10116.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y,32.0,10116.0
4,Service=Wash_&_Iron and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Payment_Mode=Online,7.0,3554.0
4,Service=Wash_&_Iron and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,7.0,3554.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and Does_delivery_charge_exist=N,6.0,5098.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and Payment_Mode=Online,13.0,11458.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and Does_delivery_charge_exist=Y,11.0,10342.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and Payment_Mode=Cash_to_store,3.0,3732.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and Does_pickup_charge_exist=N,6.0,5098.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and amount_bd_bin=bucket_4,4.0,3412.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and amount_bd_bin=bucket_5,5.0,9274.0
4,Day_of_Week=Sat and Service=Dry_Cleaning and Store_Name=HSR and Does_pickup_charge_exist=Y,11.0,10342.0
4,Day_of_Week=Fri and Store_Name=SARJAPUR and Does_delivery_charge_exist=N and Payment_Mode=Online,16.0,7315.0
4,Day_of_Week=Tue and Store_Name=DOMLUR and Does_delivery_charge_exist=N and Payment_Mode=Online,152.0,47839.0
4,Day_of_Week=Tue and Store_Name=DOMLUR and Does_delivery_charge_exist=N and Payment_Mode=Cash_to_store,17.0,8960.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and Does_delivery_charge_exist=N,54.0,30074.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and Payment_Mode=Online,84.0,55386.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,36.0,32520.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and Payment_Mode=Cash_to_store,6.0,7208.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and amount_bd_bin=bucket_2,24.0,8347.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and Does_pickup_charge_exist=N,54.0,30074.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and amount_bd_bin=bucket_4,15.0,13590.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and amount_bd_bin=bucket_3,11.0,5634.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and amount_bd_bin=bucket_5,17.0,31463.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and amount_bd_bin=bucket_1,23.0,3560.0
4,Day_of_Week=Tue and Service=Dry_Cleaning and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,36.0,32520.0
4,Day_of_Week=Sat and Store_Name=HSR and Does_delivery_charge_exist=N and Payment_Mode=Online,11.0,3266.0
4,Day_of_Week=Sat and Store_Name=HSR and Does_delivery_charge_exist=N and Payment_Mode=Cash_to_store,4.0,3880.0
4,Day_of_Week=Fri and Store_Name=AECS and Does_delivery_charge_exist=N and Payment_Mode=Online,9.0,3949.0
4,Day_of_Week=Sun and Store_Name=SARJAPUR and Does_delivery_charge_exist=N and Payment_Mode=Online,8.0,5402.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=SARJAPUR and Does_delivery_charge_exist=N,6.0,3292.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=SARJAPUR and Payment_Mode=Online,12.0,7578.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=SARJAPUR and Does_delivery_charge_exist=Y,6.0,4286.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=SARJAPUR and Does_pickup_charge_exist=N,6.0,3292.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=SARJAPUR and amount_bd_bin=bucket_5,2.0,2890.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y,6.0,4286.0
4,Day_of_Week=Sun and Service=Dry_Cleaning and Store_Name=SARJAPUR and Payment_Mode=Online,7.0,3532.0
4,Day_of_Week=Fri and Store_Name=BANASWADI and Does_delivery_charge_exist=N and Payment_Mode=Online,15.0,4448.0
4,Day_of_Week=Mon and Service=Dry_Cleaning and Store_Name=BANASWADI and Payment_Mode=Online,7.0,5704.0
4,Day_of_Week=Mon and Service=Dry_Cleaning and Store_Name=BANASWADI and Does_delivery_charge_exist=Y,4.0,4550.0
4,Day_of_Week=Mon and Service=Dry_Cleaning and Store_Name=BANASWADI and amount_bd_bin=bucket_5,2.0,3000.0
4,Day_of_Week=Mon and Service=Dry_Cleaning and Store_Name=BANASWADI and Does_pickup_charge_exist=Y,4.0,4550.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=BANASWADI and Does_delivery_charge_exist=N,8.0,3682.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=BANASWADI and Payment_Mode=Online,11.0,4858.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=BANASWADI and Does_delivery_charge_exist=Y,5.0,2904.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=BANASWADI and Does_pickup_charge_exist=N,8.0,3682.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=BANASWADI and Does_pickup_charge_exist=Y,5.0,2904.0
4,Day_of_Week=Sun and Store_Name=AECS and Does_delivery_charge_exist=N and Payment_Mode=Online,9.0,3795.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=AECS and Does_delivery_charge_exist=N,5.0,2943.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=AECS and Payment_Mode=Online,6.0,3131.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Store_Name=AECS and Does_pickup_charge_exist=N,5.0,2943.0
4,Day_of_Week=Sun and Service=Dry_Cleaning and Store_Name=AECS and Payment_Mode=Online,6.0,3896.0
4,Day_of_Week=Sun and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and Does_delivery_charge_exist=Y,6.0,2880.0
4,Day_of_Week=Sun and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y,6.0,2880.0
4,Service=Dry_Cleaning and Store_Name=AECS and Does_delivery_charge_exist=N and Payment_Mode=Online,16.0,8453.0
4,Service=Dry_Cleaning and Store_Name=BANASWADI and Does_delivery_charge_exist=N and Payment_Mode=Online,25.0,10868.0
4,Service=Dry_Cleaning and Store_Name=SARJAPUR and Does_delivery_charge_exist=N and Payment_Mode=Online,24.0,14286.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and Does_delivery_charge_exist=N,21.0,5466.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and Payment_Mode=Online,83.0,28008.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,69.0,24696.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_2,21.0,6468.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and Does_pickup_charge_exist=N,21.0,5466.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_4,9.0,7410.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_3,19.0,9492.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_1,41.0,6792.0
4,Day_of_Week=Tue and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,69.0,24696.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Payment_Mode=Online,12.0,24954.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,13.0,28034.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Payment_Mode=Cash_to_store,1.0,3080.0
4,Day_of_Week=Fri and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and Payment_Mode=Online,8.0,3126.0
4,Day_of_Week=Sat and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=HSR and Payment_Mode=Online,11.0,5394.0
4,Day_of_Week=Sat and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=HSR and Does_delivery_charge_exist=Y,11.0,5394.0
4,Day_of_Week=Sat and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=HSR and Does_pickup_charge_exist=Y,11.0,5394.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=BANASWADI and Payment_Mode=Online,8.0,3552.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=BANASWADI and Does_delivery_charge_exist=Y,8.0,3492.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=BANASWADI and Does_pickup_charge_exist=Y,8.0,3492.0
4,Day_of_Week=Sun and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=BANASWADI and Payment_Mode=Online,11.0,2940.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and Payment_Mode=Online,11.0,6114.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and Does_delivery_charge_exist=Y,11.0,6114.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and amount_bd_bin=bucket_4,5.0,3828.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y,11.0,6114.0
4,Day_of_Week=Fri and Service=Premium_Laundry and Store_Name=SARJAPUR and Payment_Mode=Online,9.0,3918.0
4,Day_of_Week=Tue and Service=Premium_Laundry and Store_Name=DOMLUR and Does_delivery_charge_exist=N,26.0,6662.0
4,Day_of_Week=Tue and Service=Premium_Laundry and Store_Name=DOMLUR and Payment_Mode=Online,32.0,10722.0
4,Day_of_Week=Tue and Service=Premium_Laundry and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,10.0,5430.0
4,Day_of_Week=Tue and Service=Premium_Laundry and Store_Name=DOMLUR and Does_pickup_charge_exist=N,26.0,6662.0
4,Day_of_Week=Tue and Service=Premium_Laundry and Store_Name=DOMLUR and amount_bd_bin=bucket_1,22.0,3716.0
4,Day_of_Week=Tue and Service=Premium_Laundry and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,10.0,5430.0
4,Service=Premium_Laundry and Store_Name=BANASWADI and Does_delivery_charge_exist=N and Payment_Mode=Online,9.0,7956.0
4,Service=Premium_Laundry and Store_Name=SARJAPUR and Does_delivery_charge_exist=N and Payment_Mode=Online,13.0,5572.0
4,Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,100.0,16783.0
4,Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N and Payment_Mode=Online,86.0,14471.0
4,Service=Steam_Ironing and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,32.0,6826.0
4,Service=Steam_Ironing and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Payment_Mode=Online,32.0,6811.0
4,Service=Wash_&_Iron and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=Y and Payment_Mode=Online,7.0,3912.0
4,Service=Wash_&_Iron and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,7.0,3912.0
4,Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,23.0,10116.0
4,Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Payment_Mode=Online,23.0,10116.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and Does_delivery_charge_exist=N,9.0,6881.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and Payment_Mode=Online,87.0,49734.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,81.0,46039.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and amount_bd_bin=bucket_2,29.0,9755.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and Does_pickup_charge_exist=N,9.0,6881.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and amount_bd_bin=bucket_4,20.0,16361.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and amount_bd_bin=bucket_3,34.0,17253.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and amount_bd_bin=bucket_5,5.0,9125.0
4,Day_of_Week=Thu and Total_Garment_bucket=bucket_5 and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,81.0,46039.0
4,Day_of_Week=Fri and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Payment_Mode=Online,97.0,34753.0
4,Day_of_Week=Fri and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,102.0,40729.0
4,Day_of_Week=Fri and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Payment_Mode=Cash_to_store,5.0,5976.0
4,Day_of_Week=Mon and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Payment_Mode=Online,89.0,24213.0
4,Day_of_Week=Mon and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,94.0,25810.0
4,Day_of_Week=Sun and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Payment_Mode=Online,102.0,30563.0
4,Day_of_Week=Sun and Total_Garment_bucket=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,104.0,31072.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Payment_Mode=Online,197.0,60871.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,199.0,61503.0
4,Service=Wash_&_Fold_(Kg_Basis) and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,25.0,7362.0
4,Service=Wash_&_Fold_(Kg_Basis) and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Payment_Mode=Online,21.0,6528.0
4,Total_Garment_bucket=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,446.0,150017.0
4,Total_Garment_bucket=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,16.0,5635.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Payment_Mode=Online,27.0,21808.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,29.0,23545.0
4,Service=Dry_Cleaning and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,5.0,12162.0
4,Service=Dry_Cleaning and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Payment_Mode=Online,5.0,12162.0
4,Total_Garment_bucket=bucket_4 and Store_Name=BANASWADI and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,5.0,3620.0
4,Total_Garment_bucket=bucket_4 and Store_Name=BANASWADI and Does_pickup_charge_exist=N and Payment_Mode=Online,6.0,3837.0
4,Total_Garment_bucket=bucket_4 and Store_Name=SARJAPUR and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,6.0,4190.0
4,Total_Garment_bucket=bucket_4 and Store_Name=SARJAPUR and Does_pickup_charge_exist=N and Payment_Mode=Online,6.0,4190.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Payment_Mode=Online,116.0,58747.0
4,Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,119.0,60393.0
4,Day_of_Week=Mon and Service=Steam_Ironing and Store_Name=SARJAPUR and Payment_Mode=Online,18.0,3643.0
4,Day_of_Week=Mon and Service=Steam_Ironing and Store_Name=SARJAPUR and Does_delivery_charge_exist=Y,18.0,3579.0
4,Day_of_Week=Mon and Service=Steam_Ironing and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y,18.0,3579.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and Does_delivery_charge_exist=N,33.0,5275.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and Payment_Mode=Online,146.0,34186.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,121.0,30703.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and amount_bd_bin=bucket_2,31.0,10035.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and Does_pickup_charge_exist=N,34.0,5451.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and amount_bd_bin=bucket_3,15.0,7542.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and amount_bd_bin=bucket_1,105.0,16235.0
4,Day_of_Week=Tue and Service=Steam_Ironing and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,120.0,30527.0
4,Day_of_Week=Fri and Service=Steam_Ironing and Store_Name=BANASWADI and Payment_Mode=Online,24.0,5610.0
4,Day_of_Week=Fri and Service=Steam_Ironing and Store_Name=BANASWADI and Does_delivery_charge_exist=Y,19.0,5137.0
4,Day_of_Week=Fri and Service=Steam_Ironing and Store_Name=BANASWADI and Does_pickup_charge_exist=Y,19.0,5137.0
4,Day_of_Week=Mon and Service=Steam_Ironing and Store_Name=BANASWADI and Payment_Mode=Online,11.0,2975.0
4,Day_of_Week=Sat and Service=Steam_Ironing and Store_Name=HSR and Payment_Mode=Online,32.0,8343.0
4,Day_of_Week=Sat and Service=Steam_Ironing and Store_Name=HSR and Does_delivery_charge_exist=Y,36.0,10446.0
4,Day_of_Week=Sat and Service=Steam_Ironing and Store_Name=HSR and Payment_Mode=Cash_to_store,6.0,2866.0
4,Day_of_Week=Sat and Service=Steam_Ironing and Store_Name=HSR and amount_bd_bin=bucket_2,13.0,4088.0
4,Day_of_Week=Sat and Service=Steam_Ironing and Store_Name=HSR and amount_bd_bin=bucket_1,20.0,3726.0
4,Day_of_Week=Sat and Service=Steam_Ironing and Store_Name=HSR and Does_pickup_charge_exist=Y,36.0,10446.0
4,Day_of_Week=Sun and Service=Steam_Ironing and Store_Name=BANASWADI and Payment_Mode=Online,19.0,4370.0
4,Day_of_Week=Sun and Service=Steam_Ironing and Store_Name=BANASWADI and Does_delivery_charge_exist=Y,15.0,4190.0
4,Day_of_Week=Sun and Service=Steam_Ironing and Store_Name=BANASWADI and Does_pickup_charge_exist=Y,15.0,4190.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Payment_Mode=Online,19.0,11043.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_delivery_charge_exist=Y,17.0,10260.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and amount_bd_bin=bucket_4,6.0,5067.0
4,Day_of_Week=Fri and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y,17.0,10260.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and Does_delivery_charge_exist=N,31.0,8874.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and Payment_Mode=Online,99.0,36045.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,69.0,27396.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_2,31.0,9954.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and Does_pickup_charge_exist=N,28.0,7749.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_4,11.0,8991.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_3,21.0,10188.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and amount_bd_bin=bucket_1,36.0,6012.0
4,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,72.0,28521.0
4,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Payment_Mode=Online,9.0,4680.0
4,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_delivery_charge_exist=Y,7.0,4338.0
4,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y,7.0,4338.0
4,Day_of_Week=Sat and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=HSR and Payment_Mode=Online,9.0,4491.0
4,Day_of_Week=Sat and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=HSR and Does_delivery_charge_exist=Y,12.0,8622.0
4,Day_of_Week=Sat and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=HSR and Payment_Mode=Cash_to_store,2.0,2853.0
4,Day_of_Week=Sat and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=HSR and amount_bd_bin=bucket_4,4.0,3276.0
4,Day_of_Week=Sat and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=HSR and amount_bd_bin=bucket_5,2.0,2853.0
4,Day_of_Week=Sat and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=HSR and Does_pickup_charge_exist=Y,12.0,8622.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_delivery_charge_exist=N,3.0,3366.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Payment_Mode=Online,9.0,5931.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_pickup_charge_exist=N,3.0,3366.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=AECS and Payment_Mode=Online,6.0,4041.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=AECS and Does_delivery_charge_exist=Y,4.0,3528.0
4,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Store_Name=AECS and Does_pickup_charge_exist=Y,4.0,3528.0
4,Service=Premium_Laundry and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,3.0,5316.0
4,Service=Premium_Laundry and Total_Garment_bucket=bucket_4 and Does_pickup_charge_exist=N and Payment_Mode=Online,3.0,5316.0
4,Service=Wash_&_Iron_(Kg_Basis) and Store_Name=SARJAPUR and Does_delivery_charge_exist=N and Payment_Mode=Online,13.0,5445.0
4,Day_of_Week=Mon and Service=Dry_Cleaning and Does_delivery_charge_exist=N and Payment_Mode=Online,43.0,21580.0
4,Day_of_Week=Mon and Service=Dry_Cleaning and Does_delivery_charge_exist=N and Payment_Mode=Cash_to_store,4.0,2892.0
4,Day_of_Week=Fri and Service=Dry_Cleaning and Does_delivery_charge_exist=N and Payment_Mode=Online,73.0,39165.0
4,Day_of_Week=Sun and Service=Dry_Cleaning and Does_delivery_charge_exist=N and Payment_Mode=Online,48.0,23748.0
4,Day_of_Week=Fri and Service=Wash_&_Fold_(Kg_Basis) and Does_delivery_charge_exist=N and Payment_Mode=Online,17.0,3924.0
4,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Does_delivery_charge_exist=N and Payment_Mode=Online,17.0,3102.0
4,Day_of_Week=Fri and Service=Premium_Laundry and Does_delivery_charge_exist=N and Payment_Mode=Online,37.0,17828.0
4,Day_of_Week=Mon and Service=Premium_Laundry and Does_delivery_charge_exist=N and Payment_Mode=Online,16.0,4964.0
4,Day_of_Week=Sun and Service=Premium_Laundry and Does_delivery_charge_exist=N and Payment_Mode=Online,15.0,5816.0
4,Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Payment_Mode=Online,312.0,41350.0
4,Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y,321.0,42521.0
4,Day_of_Week=Fri and Total_Garment_bucket=bucket_3 and Does_delivery_charge_exist=Y and Payment_Mode=Online,97.0,34753.0
