level,rule,order_count,revenue
5,Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N and Payment_Mode=Online,34.0,17845.0
5,Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,68.0,11610.0
5,Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N and Payment_Mode=Online,67.0,11439.0
5,Service=Premium_Laundry and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,10.0,18216.0
5,Day_of_Week=Fri and Total_Garment_bucket=bucket_2 and Store_Name=SARJAPUR and amount_bd_bin=bucket_5 and Payment_Mode=Online,2.0,2890.0
5,Day_of_Week=Mon and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Payment_Mode=Online,2.0,3000.0
5,Day_of_Week=Mon and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=Y,2.0,3000.0
5,Day_of_Week=Mon and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y,2.0,3000.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=N,3.0,4068.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_5 and Payment_Mode=Online,7.0,9622.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=Y,4.0,5554.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N,3.0,4068.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y,4.0,5554.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,41.0,33994.0
5,Day_of_Week=Sun and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,33.0,26755.0
5,Service=Wash_&_Fold_(Kg_Basis) and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,41.0,33420.0
5,Service=Dry_Cleaning and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,76.0,27961.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,61.0,30637.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,6.0,3287.0
5,Day_of_Week=Sun and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,63.0,31805.0
5,Service=Wash_&_Fold_(Kg_Basis) and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,106.0,52770.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=AECS and amount_bd_bin=bucket_5 and Payment_Mode=Online,2.0,2903.0
5,Service=Wash_&_Fold_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,145.0,46566.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Payment_Mode=Online,3.0,4214.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=Y,2.0,3000.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y,2.0,3000.0
5,Day_of_Week=Sun and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,110.0,35718.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,106.0,34920.0
5,Service=Steam_Ironing and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,705.0,111339.0
5,Service=Dry_Cleaning and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,64.0,54927.0
5,Service=Dry_Cleaning and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,46.0,24790.0
5,Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,124.0,23949.0
5,Day_of_Week=Sun and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=N and Payment_Mode=Online,25.0,3576.0
5,Service=Premium_Laundry and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,12.0,4202.0
5,Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_2 and Does_delivery_charge_exist=N and Payment_Mode=Online,13.0,3852.0
5,Service=Premium_Laundry and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,16.0,14200.0
5,Service=Premium_Laundry and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,17.0,9064.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Payment_Mode=Online,8.0,6780.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=Y,5.0,4322.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y,5.0,4322.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N,5.0,4214.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Payment_Mode=Online,5.0,4374.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=N,5.0,4214.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N,7.0,6214.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_4 and Payment_Mode=Online,12.0,11066.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=Y,6.0,5678.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=N,7.0,6214.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y,6.0,5678.0
5,Day_of_Week=Sun and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,13.0,20922.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,10.0,16835.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,1.0,3580.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_3 and Does_delivery_charge_exist=N,8.0,3959.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_3 and Payment_Mode=Online,11.0,5470.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=N,8.0,3959.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N and Payment_Mode=Online,33.0,27266.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N and Payment_Mode=Cash_to_store,6.0,5339.0
5,Service=Premium_Laundry and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,39.0,8610.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_3 and Does_delivery_charge_exist=N and Payment_Mode=Online,27.0,14360.0
5,Service=Premium_Laundry and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_2 and Does_delivery_charge_exist=N and Payment_Mode=Online,10.0,3140.0
5,Day_of_Week=Mon and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,184.0,31805.0
5,Day_of_Week=Sun and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,162.0,26545.0
5,Service=Wash_&_Fold_(Kg_Basis) and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,247.0,41142.0
5,Service=Steam_Ironing and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,256.0,81743.0
5,Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,176.0,56403.0
5,Service=Premium_Laundry and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N and Payment_Mode=Online,9.0,7220.0
5,Service=Dry_Cleaning and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,37.0,6970.0
5,Service=Steam_Ironing and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,22.0,16636.0
5,Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,136.0,69777.0
5,Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,8.0,3906.0
5,Service=Steam_Ironing and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,118.0,58716.0
5,Service=Steam_Ironing and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,8.0,4282.0
5,Service=Wash_&_Iron_(Kg_Basis) and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,101.0,84645.0
5,Day_of_Week=Mon and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=N and Payment_Mode=Online,3.0,4112.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=N,3.0,4112.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Payment_Mode=Online,10.0,14930.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=Y,7.0,10818.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N,3.0,4112.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y,7.0,10818.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Payment_Mode=Online,4.0,6514.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=Y,3.0,5264.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y,3.0,5264.0
5,Store_Name=AECS and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,12.0,4071.0
5,Store_Name=BANASWADI and amount_bd_bin=bucket_2 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,37.0,12285.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=N and Payment_Mode=Online,15.0,20877.0
5,Store_Name=AECS and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,6.0,4770.0
5,Store_Name=BANASWADI and amount_bd_bin=bucket_4 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,11.0,9130.0
5,Store_Name=BANASWADI and amount_bd_bin=bucket_3 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,31.0,15773.0
5,Service=Wash_&_Fold_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=N and Payment_Mode=Online,28.0,3396.0
5,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_delivery_charge_exist=N,12.0,2817.0
5,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Payment_Mode=Online,30.0,6561.0
5,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,19.0,3969.0
5,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_1,24.0,4329.0
5,Day_of_Week=Tue and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,20.0,4212.0
5,Day_of_Week=Mon and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N and Payment_Mode=Online,4.0,3234.0
5,Day_of_Week=Sun and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_4 and Does_delivery_charge_exist=N and Payment_Mode=Online,5.0,3952.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and Payment_Mode=Online,3.0,3890.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and Does_delivery_charge_exist=Y,2.0,3000.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and amount_bd_bin=bucket_5,2.0,3000.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and Does_pickup_charge_exist=Y,2.0,3000.0
5,Day_of_Week=Fri and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=SARJAPUR and Payment_Mode=Online,3.0,3480.0
5,Day_of_Week=Fri and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=SARJAPUR and amount_bd_bin=bucket_5,2.0,2890.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_delivery_charge_exist=N,14.0,12016.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Payment_Mode=Online,24.0,22862.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_delivery_charge_exist=Y,11.0,11672.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_pickup_charge_exist=N,14.0,12016.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_4,12.0,10984.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_3,6.0,3082.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and amount_bd_bin=bucket_5,7.0,9622.0
5,Day_of_Week=Tue and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_pickup_charge_exist=Y,11.0,11672.0
5,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Payment_Mode=Online,26.0,4743.0
5,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=Y,17.0,3276.0
5,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y,17.0,3276.0
5,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Payment_Mode=Online,24.0,4536.0
5,Service=Steam_Ironing and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=N and Payment_Mode=Online,38.0,3126.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Store_Name=BANASWADI and Does_delivery_charge_exist=N and Payment_Mode=Online,3.0,2808.0
5,Store_Name=AECS and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,7.0,12403.0
5,Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,5.0,7020.0
5,Store_Name=BANASWADI and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,2.0,4950.0
5,Service=Wash_&_Iron_(Kg_Basis) and Total_Garment_bucket=bucket_2 and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=N and Payment_Mode=Online,67.0,11538.0
5,Store_Name=AECS and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,20.0,3288.0
5,Store_Name=BANASWADI and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,103.0,16527.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,40.0,27762.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,1.0,3580.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,43.0,30393.0
5,Day_of_Week=Mon and Service=Wash_&_Fold_(Kg_Basis) and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,86.0,29706.0
5,Day_of_Week=Sun and Service=Wash_&_Fold_(Kg_Basis) and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,67.0,20166.0
5,Day_of_Week=Sun and Service=Premium_Laundry and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,11.0,5888.0
5,Day_of_Week=Mon and Service=Premium_Laundry and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,20.0,10986.0
5,Day_of_Week=Mon and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Does_delivery_charge_exist=N and Payment_Mode=Online,8.0,7450.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_2 and Does_delivery_charge_exist=N and Payment_Mode=Online,7.0,5628.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_2 and Store_Name=DOMLUR and Does_delivery_charge_exist=N and Payment_Mode=Online,37.0,16837.0
5,Day_of_Week=Mon and Service=Steam_Ironing and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,180.0,45828.0
5,Day_of_Week=Mon and Service=Steam_Ironing and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,8.0,3128.0
5,Day_of_Week=Sun and Service=Steam_Ironing and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,171.0,44235.0
5,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,71.0,31221.0
5,Day_of_Week=Mon and Service=Wash_&_Iron_(Kg_Basis) and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,7.0,3447.0
5,Day_of_Week=Sun and Service=Wash_&_Iron_(Kg_Basis) and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,83.0,38871.0
5,Day_of_Week=Sun and Store_Name=AECS and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,7.0,5702.0
5,Day_of_Week=Fri and Store_Name=SARJAPUR and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,41.0,20346.0
5,Day_of_Week=Mon and Store_Name=BANASWADI and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,26.0,12426.0
5,Service=Wash_&_Fold_(Kg_Basis) and Store_Name=BANASWADI and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,43.0,13872.0
5,Day_of_Week=Sun and Store_Name=BANASWADI and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,34.0,9898.0
5,Service=Wash_&_Fold_(Kg_Basis) and Store_Name=AECS and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,9.0,3726.0
5,Day_of_Week=Mon and Store_Name=AECS and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,7.0,4256.0
5,Day_of_Week=Tue and Store_Name=DOMLUR and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,300.0,118808.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Payment_Mode=Online,2.0,3650.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=Y,2.0,3650.0
5,Day_of_Week=Sun and Service=Dry_Cleaning and Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=Y,2.0,3650.0
5,Day_of_Week=Mon and Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,2.0,3468.0
5,Service=Dry_Cleaning and Store_Name=AECS and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,8.0,8228.0
5,Service=Dry_Cleaning and Store_Name=BANASWADI and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Online,17.0,9517.0
5,Service=Dry_Cleaning and Store_Name=BANASWADI and Does_pickup_charge_exist=Y and Does_delivery_charge_exist=Y and Payment_Mode=Cash_to_store,2.0,4950.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_4 and amount_bd_bin=bucket_5 and Does_delivery_charge_exist=N and Payment_Mode=Online,5.0,12162.0
5,Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N and Payment_Mode=Online,12.0,21588.0
5,Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N and Payment_Mode=Cash_to_store,7.0,11930.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,17.0,29226.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N and Payment_Mode=Online,11.0,19996.0
5,Service=Dry_Cleaning and Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_5 and Does_pickup_charge_exist=N and Payment_Mode=Cash_to_store,5.0,7190.0
5,Service=Wash_&_Fold_(Kg_Basis) and Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N and Does_delivery_charge_exist=N,36.0,6006.0
5,Service=Wash_&_Fold_(Kg_Basis) and Total_Garment_bucket=bucket_3 and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N and Payment_Mode=Online,32.0,5298.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_3 and Store_Name=DOMLUR and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=N,19.0,3075.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_3 and Store_Name=DOMLUR and amount_bd_bin=bucket_1 and Payment_Mode=Online,63.0,10111.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_3 and Store_Name=DOMLUR and amount_bd_bin=bucket_1 and Does_delivery_charge_exist=Y,47.0,7480.0
5,Day_of_Week=Tue and Total_Garment_bucket=bucket_3 and Store_Name=DOMLUR and amount_bd_bin=bucket_1 and Does_pickup_charge_exist=N,19.0,3075.0
