loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
1.0007216930389404,0.4724999964237213,0.8347490429878235,0.5960937738418579
0.7870264649391174,0.6210031509399414,0.8038126230239868,0.610156238079071
0.7249158620834351,0.65625,0.7219165563583374,0.6761718988418579
0.706328809261322,0.6603124737739563,0.6604251861572266,0.7015625238418579
0.6722977161407471,0.6878125071525574,0.7201460599899292,0.666796863079071
0.6785239577293396,0.676562488079071,0.6754871606826782,0.702343761920929
0.6398565173149109,0.7174999713897705,0.6124297380447388,0.717968761920929
0.5991419553756714,0.7225000262260437,0.609794020652771,0.727734386920929
0.5664830207824707,0.7528125047683716,0.5596280097961426,0.755078136920929
0.5201562643051147,0.7740625143051147,0.5837472677230835,0.744140625
0.5187164545059204,0.768750011920929,0.5868069529533386,0.7457031011581421
0.5088778734207153,0.7881249785423279,0.5398620367050171,0.7578125
0.47525620460510254,0.7993749976158142,0.49841541051864624,0.783203125
0.44836390018463135,0.8125,0.45823875069618225,0.8128906488418579
0.4161064922809601,0.8243749737739563,0.5323657989501953,0.784375011920929
0.4505596458911896,0.8165624737739563,0.47609448432922363,0.8046875
0.41022026538848877,0.832812488079071,0.4415099024772644,0.807421863079071
0.412558376789093,0.831250011920929,0.44288307428359985,0.822265625
0.39618760347366333,0.8398119211196899,0.46788477897644043,0.8031250238418579
0.3713059723377228,0.8506249785423279,0.4004896283149719,0.834765613079071
0.38500359654426575,0.8440625071525574,0.395128458738327,0.8277343511581421
0.35358086228370667,0.854687511920929,0.43625372648239136,0.818359375
0.35851290822029114,0.854687511920929,0.4009873867034912,0.841796875
0.31523844599723816,0.8753125071525574,0.39440178871154785,0.840624988079071
0.2991945743560791,0.879687488079071,0.42666417360305786,0.824999988079071
0.2969053387641907,0.8803125023841858,0.4285670220851898,0.8218749761581421
0.28415152430534363,0.8871874809265137,0.40157994627952576,0.844921886920929
0.28414273262023926,0.885937511920929,0.4352320730686188,0.837109386920929
0.29394251108169556,0.8862500190734863,0.43944936990737915,0.830078125
0.26790159940719604,0.8984326124191284,0.3789273202419281,0.8453124761581421
0.2803697884082794,0.887499988079071,0.40313205122947693,0.840624988079071
0.2606228291988373,0.8965625166893005,0.41335830092430115,0.854687511920929
0.24503114819526672,0.9068965315818787,0.41491565108299255,0.8343750238418579
0.2181611955165863,0.9134374856948853,0.39563971757888794,0.853515625
0.2386741042137146,0.9121875166893005,0.4328535199165344,0.841015636920929
0.2131321132183075,0.9178125262260437,0.3951239585876465,0.862109363079071
0.21429967880249023,0.9163009524345398,0.47192269563674927,0.830859363079071
0.2098776251077652,0.9140625,0.41003960371017456,0.858203113079071
0.18559984862804413,0.9288401007652283,0.46121105551719666,0.842968761920929
0.19399479031562805,0.9321874976158142,0.41386428475379944,0.8519531488418579
0.18860703706741333,0.9281250238418579,0.46337229013442993,0.8374999761581421
0.2024310678243637,0.926562488079071,0.4130536913871765,0.850390613079071
0.16893666982650757,0.9399999976158142,0.4040553569793701,0.861328125
0.15427137911319733,0.9512500166893005,0.40845733880996704,0.854296863079071
0.13575369119644165,0.9504702091217041,0.41194191575050354,0.8648437261581421
0.13132701814174652,0.9546874761581421,0.40434837341308594,0.873828113079071
0.13042712211608887,0.9543750286102295,0.4103572368621826,0.8578125238418579
0.13979585468769073,0.9478124976158142,0.4683360159397125,0.856640636920929
0.1268225759267807,0.9509375095367432,0.4480350911617279,0.8519531488418579
0.1539103090763092,0.9431250095367432,0.3832753300666809,0.87109375
